tokenID,name,description,file_name,external_url,attributes[Type],attributes[Gender],attributes[Age],attributes[HairStyle],attributes[FacialFeature],attributes[Eyes],attributes[Expression],attributes[Accessory],attributes[Rarity]
416,Loxley #416,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,416.png,,alien,masculine,adult,pigtails,cybernetic jaw,monocle,smiling,nothing on head,Rare
417,Loxley #417,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,417.png,,human scout,feminine,adult,wavy hair,full beard,winking,serious,laurel wreath,Common
418,Loxley #418,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,418.png,,human rogue,feminine,adult,curly hair,eye scar,glowing eyes,calm,small horns,Common
419,Loxley #419,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,419.png,,portrait cat,masculine,adult,wavy hair,war paint,tired eyes,serious,hood up,Rare
420,Loxley #420,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,420.png,,human hacker,feminine,adult,wavy hair,war paint,narrow eyes,scowling,hood up,Common
421,Loxley #421,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,421.png,,alien,androgynous,adult,wavy hair,scarred cheek,sharp piercing eyes,calm,antenna,Rare
422,Loxley #422,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,422.png,,human hacker,androgynous,young,hooded head,dimples,square glasses,smiling,headphones,Common
423,Loxley #423,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,423.png,,portrait cat,androgynous,adult,receding hairline,scarred cheek,glowing eyes,surprised,high collar,Rare
424,Loxley #424,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,424.png,,human scout,masculine,young,slicked-back hair,scarred cheek,winking,smirking,laurel wreath,Common
425,Loxley #425,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,425.png,,human hacker,feminine,young,man-bun,sideburns,winking,serious,scarf,Common
426,Loxley #426,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,426.png,,human phantom,masculine,elder,wavy hair,scarred cheek,wide eyes,smirking,small horns,Common
427,Loxley #427,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,427.png,,human rogue,feminine,young,shaved sides,eye scar,normal eyes,surprised,face mask,Common
428,Loxley #428,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,428.png,,alien,feminine,adult,undercut,dimples,square glasses,calm,hood up,Rare
429,Loxley #429,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,429.png,,human oracle,androgynous,elder,hooded head,sideburns,winking,scowling,small horns,Common
430,Loxley #430,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,430.png,,human phantom,feminine,young,receding hairline,stubble,normal eyes,smiling,helmet,Common
431,Loxley #431,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,431.png,,human scout,feminine,young,wavy hair,scarred cheek,monocle,grinning,beanie,Common
432,Loxley #432,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,432.png,,human hacker,masculine,adult,pigtails,stubble,eyepatch,smiling,antenna,Common
433,Loxley #433,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,433.png,,human rogue,androgynous,young,afro hair,freckles,closed eyes,grinning,helmet,Common
434,Loxley #434,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,434.png,,human hacker,feminine,young,undercut,goatee,square glasses,surprised,nothing on head,Common
435,Loxley #435,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,435.png,,human hacker,feminine,adult,undercut,cheek markings,sunglasses,calm,glowing halo,Common
436,Loxley #436,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,436.png,,portrait dog,androgynous,young,long hair,nose ring,glowing cyber eye,surprised,high collar,Rare
437,Loxley #437,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,437.png,,portrait dog,androgynous,young,bowl cut,soul patch,eyepatch,grinning,headphones,Rare
438,Loxley #438,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,438.png,,human ranger,feminine,adult,hooded head,wrinkles,glowing eyes,scowling,hood up,Common
439,Loxley #439,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,439.png,,portrait dog,masculine,elder,long hair,goatee,monocle,frowning,hood up,Rare
440,Loxley #440,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,440.png,,human ranger,androgynous,young,slicked-back hair,nose ring,eyepatch,smirking,hood up,Common
441,Loxley #441,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,441.png,,human rogue,feminine,elder,receding hairline,cheek markings,normal eyes,surprised,nothing on head,Common
442,Loxley #442,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,442.png,,human ranger,androgynous,elder,curly hair,clean-shaven,monocle,frowning,earring,Common
443,Loxley #443,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,443.png,,human scout,androgynous,young,long hair,cybernetic jaw,big round eyes,neutral,cigarette,Common
444,Loxley #444,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,444.png,,portrait dog,masculine,young,ponytail,face tattoo,sharp piercing eyes,smiling,hood up,Rare
445,Loxley #445,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,445.png,,human scout,androgynous,adult,mohawk,dimples,square glasses,grinning,neck chain,Common
446,Loxley #446,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,446.png,,human rogue,feminine,young,curly hair,chin strap beard,wide eyes,smiling,helmet,Common
447,Loxley #447,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,447.png,,secret agent,androgynous,elder,receding hairline,freckles,narrow eyes,smirking,high collar,Rare
448,Loxley #448,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,448.png,,human ranger,androgynous,adult,dreadlocks,war paint,glowing cyber eye,calm,bandana,Common
449,Loxley #449,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,449.png,,human oracle,feminine,elder,spiky hair,cheek markings,eyepatch,smiling,scarf,Common
450,Loxley #450,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,450.png,,portrait cat,feminine,adult,man-bun,cheek markings,eyepatch,neutral,hood up,Rare
451,Loxley #451,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,451.png,,human scout,feminine,young,pigtails,cheek markings,eyepatch,neutral,antenna,Common
452,Loxley #452,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,452.png,,human rogue,feminine,adult,bowl cut,war paint,square glasses,grinning,small horns,Common
453,Loxley #453,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,453.png,,human phantom,masculine,adult,bangs,dimples,glowing cyber eye,serious,antenna,Common
454,Loxley #454,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,454.png,,human scout,androgynous,young,slicked-back hair,chin strap beard,cyber visor,scowling,hood up,Common
455,Loxley #455,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,455.png,,secret agent,masculine,young,bowl cut,soul patch,normal eyes,scowling,flower behind ear,Rare
456,Loxley #456,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,456.png,,human ranger,feminine,young,messy hair,nose ring,wide eyes,smiling,high collar,Common
457,Loxley #457,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,457.png,,human phantom,masculine,young,wavy hair,cheek markings,glowing cyber eye,smirking,cap,Common
458,Loxley #458,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,458.png,,human oracle,masculine,elder,wavy hair,clean-shaven,closed eyes,neutral,face mask,Common
459,Loxley #459,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,459.png,,human rogue,masculine,adult,shaved sides,full beard,monocle,surprised,nothing on head,Common
460,Loxley #460,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,460.png,,human rogue,androgynous,elder,wavy hair,goatee,narrow eyes,smirking,scarf,Common
461,Loxley #461,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,461.png,,human hacker,androgynous,elder,wavy hair,sideburns,narrow eyes,frowning,hood up,Common
462,Loxley #462,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,462.png,,human oracle,androgynous,young,wavy hair,scarred cheek,tired eyes,calm,cigarette,Common
463,Loxley #463,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,463.png,,human phantom,masculine,elder,shaved sides,scarred cheek,tired eyes,scowling,face mask,Common
464,Loxley #464,An owner-controlled on-chain pixel agent with an immutable Public identity and one optional Outlaw transformation.,464.png,,portrait cat,androgynous,elder,slicked-back hair,cheek markings,round glasses,smirking,flower behind ear,Rare
